campaign_id,campaign_name,channel,date,impressions,clicks,conversions,cost,revenue,target_audience,region,ctr,conversion_rate,cpc,roi,cac
CMP_002112,Holiday Retention,LinkedIn,2025-07-19 18:06:32.560854,11080,349,36,991.47,2590.96,Professionals (25-34),North America,0.03149819494584837,0.10315186246418338,2.8408882521489973,1.613251031296963,27.540833333333335
CMP_005661,Q2 Retargeting,LinkedIn,2025-07-11 18:06:32.560854,1913,138,2,221.19,1766.645,Seniors (45+),Europe,0.07213800313643493,0.014492753623188406,1.6028260869565216,6.987002124870021,110.595
CMP_006867,Spring Retargeting,Facebook,2025-10-07 18:06:32.560854,4019,169,18,196.87,1887.51,Professionals (25-34),North America,0.04205026125901966,0.10650887573964497,1.1649112426035504,8.587595875450804,10.937222222222223
CMP_004033,Summer Conversion,Google Ads,2025-05-19 18:06:32.560854,10301,414,40,326.66,1676.03,Young Adults (18-24),Europe,0.04019027278904961,0.0966183574879227,0.7890338164251208,4.130808792016163,8.166500000000001
CMP_002119,Holiday Launch,Email,2025-05-20 18:06:32.560854,11438,318,32,1015.22,4106.76,Professionals (25-34),Latin America,0.02780206329777933,0.10062893081761007,3.19251572327044,3.0451921750950532,31.725625
CMP_004779,Holiday Launch,Email,2025-08-06 18:06:32.560854,23547,1374,36,6001.09,1807.23,Young Adults (18-24),Latin America,0.05835138234169958,0.026200873362445413,4.367605531295488,-0.6988497089695372,166.69694444444445
CMP_004166,Winter Awareness,LinkedIn,2025-10-05 18:06:32.560854,32538,2041,226,5940.55,23505.2,Seniors (45+),Europe,0.06272665806134366,0.11073003429691328,2.910607545320921,2.9567380124735925,26.28561946902655
CMP_007291,Fall Conversion,Facebook,2026-01-21 18:06:32.560854,1231,54,0,139.93,0.0,Seniors (45+),Europe,0.043866774979691305,0.0,2.591296296296296,-1.0,0.0
CMP_007468,Q2 Launch,Email,2026-01-01 18:06:32.560854,9069,576,57,547.29,3641.93,Adults (35-44),Asia Pacific,0.06351306649024148,0.09895833333333333,0.9501562499999999,5.6544793436752,9.60157894736842
CMP_004992,Spring Retargeting,LinkedIn,2025-12-08 18:06:32.560854,73200,4417,275,4741.63,9923.23,Professionals (25-34),Asia Pacific,0.06034153005464481,0.06225945211682137,1.07349558523885,1.0927887667321152,17.242290909090908
CMP_006348,Spring Retargeting,Facebook,2026-03-28 18:06:32.560854,42731,1479,89,1552.44,7244.92,Adults (35-44),Latin America,0.0346118742833072,0.06017579445571332,1.0496551724137932,3.666795496122233,17.443146067415732
CMP_007383,Q2 Retention,LinkedIn,2026-03-30 18:06:32.560854,18684,432,15,1483.62,1400.56,Young Adults (18-24),Asia Pacific,0.023121387283236993,0.034722222222222224,3.4343055555555555,-0.05598468610560652,98.90799999999999
CMP_002586,Winter Launch,Google Ads,2025-12-24 18:06:32.560854,6946,249,22,510.34,1449.57,Adults (35-44),Latin America,0.035847970054707745,0.08835341365461848,2.049558232931727,1.840400517302191,23.197272727272725
CMP_005003,Winter Launch,Email,2026-02-25 18:06:32.560854,2461,95,6,136.79,757.59,Adults (35-44),Latin America,0.03860219422998781,0.06315789473684211,1.4398947368421051,4.538343446158346,22.798333333333332
CMP_000695,Fall Conversion,Email,2025-06-06 18:06:32.560854,20390,1172,50,5138.21,8385.14,Young Adults (18-24),Europe,0.05747915644923982,0.042662116040955635,4.384138225255973,0.6319185085856747,102.7642
CMP_004425,Q3 Retention,Google Ads,2025-09-07 18:06:32.560854,4807,249,17,123.91,1381.46,Young Adults (18-24),Asia Pacific,0.05179945912211358,0.06827309236947791,0.4976305220883534,10.148898393995642,7.288823529411765
CMP_006500,Q2 Retention,Google Ads,2026-02-06 18:06:32.560854,2395,109,5,90.97,378.37,Adults (35-44),Asia Pacific,0.04551148225469728,0.045871559633027525,0.8345871559633028,3.1592832802022643,18.194
CMP_002446,Winter Launch,Email,2025-09-01 18:06:32.560854,5843,74,6,71.38,366.17,Professionals (25-34),Europe,0.01266472702378915,0.08108108108108109,0.9645945945945945,4.129868310451108,11.896666666666667
CMP_001043,Winter Retargeting,Instagram,2025-09-08 18:06:32.560854,4714,90,4,148.74,329.95,Seniors (45+),North America,0.019092066185829443,0.044444444444444446,1.6526666666666667,1.2183003899421807,37.185
CMP_001748,Summer Promo,Google Ads,2025-08-14 18:06:32.560854,8961,305,14,432.93,2279.07,Professionals (25-34),Europe,0.03403637986831827,0.04590163934426229,1.4194426229508197,4.264292148846234,30.923571428571428
CMP_000168,Q3 Retention,LinkedIn,2025-07-12 18:06:32.560854,3655,225,7,182.73,420.73,Adults (35-44),Latin America,0.06155950752393981,0.03111111111111111,0.8121333333333333,1.302468122366333,26.104285714285712
CMP_000094,Q2 Launch,Facebook,2025-12-04 18:06:32.560854,21399,1203,135,4382.97,17889.44,Professionals (25-34),Europe,0.05621758026075985,0.11221945137157108,3.6433665835411473,3.0815793856677085,32.46644444444445
CMP_000368,Fall Awareness,LinkedIn,2026-03-10 18:06:32.560854,18829,488,22,476.53,1210.84,Young Adults (18-24),Europe,0.025917467735939243,0.045081967213114756,0.9764959016393442,1.5409523010093802,21.660454545454545
CMP_002182,Q1 Promo,Instagram,2025-07-24 18:06:32.560854,1652,42,0,73.58,0.0,Professionals (25-34),North America,0.025423728813559324,0.0,1.7519047619047619,-1.0,0.0
CMP_005941,Winter Retargeting,Email,2025-10-14 18:06:32.560854,17657,1509,128,5827.24,20170.96,Young Adults (18-24),Asia Pacific,0.08546185648751203,0.08482438701126574,3.8616567263088135,2.4614946355392946,45.5253125
CMP_000836,Q2 Retention,LinkedIn,2025-10-17 18:06:32.560854,3891,320,33,511.57,4688.76,Professionals (25-34),North America,0.08224106913389874,0.103125,1.59865625,8.165431905702055,15.502121212121212
CMP_006108,Q3 Retention,Facebook,2025-05-20 18:06:32.560854,862,34,1,65.32,79.12,Seniors (45+),Asia Pacific,0.03944315545243619,0.029411764705882353,1.921176470588235,0.211267605633803,65.32
CMP_007446,Winter Launch,LinkedIn,2026-01-17 18:06:32.560854,18774,1423,28,2020.44,4221.26,Seniors (45+),Europe,0.07579631405134761,0.019676739283204497,1.4198453970484892,1.0892775831007109,72.15857142857143
CMP_007421,Q2 Retention,LinkedIn,2025-07-17 18:06:32.560854,4703,110,5,408.59,176.71,Professionals (25-34),Europe,0.02338932596215182,0.045454545454545456,3.714454545454545,-0.5675126655082111,81.71799999999999
CMP_006292,Winter Sale,LinkedIn,2025-10-06 18:06:32.560854,285904,5507,508,12892.72,34999.45,Professionals (25-34),Europe,0.01926171022441099,0.09224623206827674,2.3411512620301433,1.7146676574066604,25.379370078740155
CMP_004681,Summer Promo,Instagram,2025-08-19 18:06:32.560854,4977,124,5,203.21,507.67,Young Adults (18-24),North America,0.024914607193088207,0.04032258064516129,1.6387903225806453,1.4982530387284092,40.642
CMP_002472,Winter Launch,LinkedIn,2026-03-24 18:06:32.560854,17824,916,103,3415.8,10646.66,Young Adults (18-24),Asia Pacific,0.05139138240574506,0.11244541484716157,3.729039301310044,2.1168862345570583,33.16310679611651
CMP_006521,Spring Retargeting,Email,2025-07-30 18:06:32.560854,10223,318,18,1317.0,1999.08,Young Adults (18-24),Latin America,0.031106328866281913,0.05660377358490566,4.1415094339622645,0.5179043280182232,73.16666666666667
CMP_006951,Winter Launch,Google Ads,2026-01-30 18:06:32.560854,2724,108,12,86.36,1269.75,Adults (35-44),Europe,0.039647577092511016,0.1111111111111111,0.7996296296296296,13.702987494210284,7.196666666666666
CMP_004163,Fall Awareness,Instagram,2025-11-30 18:06:32.560854,5875,316,26,615.84,1756.02,Young Adults (18-24),Latin America,0.05378723404255319,0.08227848101265822,1.9488607594936709,1.8514224473889318,23.686153846153847
CMP_006823,Winter Launch,Email,2026-03-27 18:06:32.560854,12328,123,7,306.43,1220.17,Young Adults (18-24),Latin America,0.009977287475665153,0.056910569105691054,2.49130081300813,2.981888196325425,43.77571428571429
CMP_004705,Fall Conversion,Instagram,2025-10-15 18:06:32.560854,4628,220,11,509.8,1331.58,Young Adults (18-24),Asia Pacific,0.04753673292999136,0.05,2.3172727272727274,1.6119654766575127,46.345454545454544
CMP_001884,Holiday Conversion,Instagram,2026-02-01 18:06:32.560854,1649,121,7,304.86,789.9,Seniors (45+),Asia Pacific,0.07337780473013948,0.05785123966942149,2.519504132231405,1.591025388703011,43.55142857142857
CMP_003528,Winter Launch,Email,2026-01-31 18:06:32.560854,3700,313,22,517.71,2855.65,Adults (35-44),North America,0.08459459459459459,0.07028753993610223,1.6540255591054314,4.515925904463889,23.53227272727273
CMP_007665,Spring Retargeting,LinkedIn,2025-09-23 18:06:32.560854,26772,408,24,1277.56,2227.88,Professionals (25-34),Asia Pacific,0.01523980277902286,0.058823529411764705,3.1312745098039216,0.7438554744982625,53.23166666666666
CMP_002593,Q3 Retention,Instagram,2025-12-01 18:06:32.560854,2105,125,5,484.71,607.95,Professionals (25-34),Asia Pacific,0.05938242280285035,0.04,3.87768,0.2542551216191126,96.942
CMP_004991,Winter Launch,Google Ads,2026-03-27 18:06:32.560854,33277,1481,153,4071.19,22681.57,Adults (35-44),Latin America,0.04450521381134117,0.10330857528696827,2.748946657663741,4.571238384845708,26.60908496732026
CMP_005230,Fall Conversion,LinkedIn,2025-12-16 18:06:32.560854,13037,852,59,3640.54,1724.81,Adults (35-44),Asia Pacific,0.06535245838766587,0.06924882629107981,4.2729342723004695,-0.5262213847396265,61.70406779661017
CMP_005329,Q2 Retargeting,Google Ads,2025-10-24 18:06:32.560854,48664,3080,236,9035.62,29364.16,Young Adults (18-24),Europe,0.06329113924050633,0.07662337662337662,2.9336428571428574,2.2498223696879682,38.28652542372882
CMP_004688,Winter Awareness,Google Ads,2025-04-08 18:06:32.560854,21288,1850,57,1442.31,6562.25,Young Adults (18-24),North America,0.08690341976700489,0.030810810810810812,0.779627027027027,3.549819386955648,25.303684210526313
CMP_005119,Holiday Conversion,LinkedIn,2026-01-31 18:06:32.560854,10107,345,15,972.44,1545.24,Seniors (45+),Latin America,0.034134758088453544,0.043478260869565216,2.8186666666666667,0.5890337707210727,64.82933333333334
CMP_003351,Fall Awareness,Google Ads,2025-07-25 18:06:32.560854,10213,160,15,180.72,1159.76,Young Adults (18-24),Latin America,0.01566630764711642,0.09375,1.1295,5.417441345728198,12.048
CMP_001942,Spring Retargeting,Google Ads,2025-09-14 18:06:32.560854,40388,1326,34,2533.36,4501.89,Seniors (45+),Europe,0.03283153411904526,0.02564102564102564,1.91052790346908,0.777043136388038,74.51058823529412
CMP_006584,Winter Launch,Google Ads,2025-05-22 18:06:32.560854,6202,218,9,843.4,831.44,Adults (35-44),Asia Pacific,0.03514995162850693,0.04128440366972477,3.8688073394495412,-0.014180697178088597,93.71111111111111
CMP_006957,Winter Launch,LinkedIn,2025-11-27 18:06:32.560854,14406,609,67,1409.26,1984.97,Adults (35-44),Latin America,0.04227405247813411,0.11001642036124795,2.314055829228243,0.40851936477300144,21.03373134328358
CMP_007188,Winter Launch,Facebook,2025-10-02 18:06:32.560854,3958,137,15,248.8,2663.11,Adults (35-44),Latin America,0.03461344113188479,0.10948905109489052,1.8160583941605841,9.703818327974275,16.586666666666666
CMP_002698,Q3 Retention,Email,2025-09-05 18:06:32.560854,21192,1091,20,2124.28,2010.27,Professionals (25-34),North America,0.05148169120422801,0.01833180568285976,1.947094408799267,-0.05366994934754374,106.21400000000001
CMP_007624,Winter Awareness,Facebook,2026-01-12 18:06:32.560854,4006,93,6,302.53,354.07,Professionals (25-34),Europe,0.023215177234148777,0.06451612903225806,3.253010752688172,0.17036326975837116,50.42166666666666
CMP_004853,Q3 Retention,Facebook,2026-02-05 18:06:32.560854,2330,70,7,161.93,417.93,Professionals (25-34),Europe,0.030042918454935622,0.1,2.313285714285714,1.5809300314950905,23.132857142857144
CMP_004652,Fall Awareness,Email,2026-01-20 18:06:32.560854,11840,801,26,3411.46,4575.83,Professionals (25-34),North America,0.06765202702702702,0.03245942571785269,4.259001248439451,0.34131134470285446,131.21
CMP_007081,Holiday Conversion,Google Ads,2025-09-15 18:06:32.560854,15231,853,58,1060.89,8897.17,Adults (35-44),Latin America,0.056004201956536014,0.06799531066822978,1.2437162954279017,7.386515095815777,18.291206896551724
CMP_001076,Q3 Retention,Facebook,2025-10-20 18:06:32.560854,16830,211,17,207.7,2742.44,Young Adults (18-24),Asia Pacific,0.01253713606654783,0.08056872037914692,0.9843601895734596,12.203851709195957,12.217647058823529
CMP_005875,Winter Launch,Instagram,2025-10-15 18:06:32.560854,746,23,1,53.72,29.24,Young Adults (18-24),Asia Pacific,0.030831099195710455,0.043478260869565216,2.3356521739130436,-0.4556962025316456,53.72
CMP_007070,Winter Launch,Instagram,2025-07-10 18:06:32.560854,3816,111,3,180.15,145.71,Professionals (25-34),North America,0.02908805031446541,0.02702702702702703,1.622972972972973,-0.19117402164862612,60.050000000000004
CMP_006947,Summer Conversion,Google Ads,2025-06-17 18:06:32.560854,38273,1411,167,731.38,23133.06,Young Adults (18-24),Asia Pacific,0.03686672066469835,0.11835577604535791,0.5183416017009214,30.629330854002024,4.379520958083832
CMP_000074,Winter Launch,Instagram,2026-02-15 18:06:32.560854,30278,2495,163,5934.21,24910.46,Seniors (45+),North America,0.08240306493163353,0.06533066132264528,2.378440881763527,3.1977719022414104,36.406196319018406
CMP_004765,Q1 Promo,LinkedIn,2025-11-27 18:06:32.560854,5667,385,45,1421.85,1756.54,Professionals (25-34),Latin America,0.0679371801658726,0.11688311688311688,3.693116883116883,0.23539051236065694,31.596666666666664
CMP_001906,Summer Conversion,Google Ads,2025-07-20 18:06:32.560854,1247,26,2,80.89,303.72,Young Adults (18-24),North America,0.020850040096230954,0.07692307692307693,3.1111538461538464,2.75472864383731,40.445
CMP_001177,Fall Conversion,Instagram,2026-02-06 18:06:32.560854,81009,1245,138,2966.21,18398.09,Seniors (45+),Latin America,0.015368662741176906,0.1108433734939759,2.3824979919678717,5.202558146591104,21.49427536231884
CMP_005532,Q2 Launch,Instagram,2025-06-16 18:06:32.560854,1182,66,2,239.67,287.3,Young Adults (18-24),Asia Pacific,0.05583756345177665,0.030303030303030304,3.6313636363636363,0.19873158926857773,119.835
CMP_003114,Holiday Retention,LinkedIn,2025-05-25 18:06:32.560854,2775,40,3,168.0,365.62,Professionals (25-34),Asia Pacific,0.014414414414414415,0.075,4.2,1.1763095238095238,56.0
CMP_007764,Q3 Retention,LinkedIn,2026-01-19 18:06:32.560854,16251,340,17,941.96,1194.32,Young Adults (18-24),North America,0.02092178942834287,0.05,2.7704705882352942,0.2679094653700793,55.40941176470589
CMP_003039,Q2 Retention,Facebook,2025-05-12 18:06:32.560854,2639,196,5,246.98,506.02,Seniors (45+),North America,0.07427055702917772,0.025510204081632654,1.2601020408163264,1.0488298647663779,49.396
CMP_003928,Fall Awareness,Email,2026-01-03 18:06:32.560854,3031,205,20,644.5,1863.67,Adults (35-44),Asia Pacific,0.0676344440778621,0.0975609756097561,3.1439024390243904,1.8916524437548488,32.225
CMP_001510,Q2 Launch,Facebook,2026-02-02 18:06:32.560854,6544,115,3,126.66,324.45,Young Adults (18-24),Asia Pacific,0.017573349633251835,0.02608695652173913,1.101391304347826,1.5615821885362386,42.22
CMP_001881,Fall Awareness,Instagram,2026-01-12 18:06:32.560854,8085,627,58,1342.22,3113.99,Adults (35-44),Asia Pacific,0.07755102040816327,0.09250398724082935,2.1407017543859648,1.3200295033601046,23.141724137931035
CMP_005944,Q2 Launch,Google Ads,2026-03-04 18:06:32.560854,277699,9911,1136,10799.73,44274.0,Professionals (25-34),Asia Pacific,0.035689721605047194,0.11462011905963071,1.0896710725456562,3.099546933117773,9.506804577464788
CMP_003164,Winter Awareness,Instagram,2025-11-15 18:06:32.560854,1808,86,3,369.47,528.12,Adults (35-44),North America,0.04756637168141593,0.03488372093023256,4.296162790697675,0.4293988686496873,123.15666666666668
CMP_007184,Holiday Conversion,Google Ads,2026-02-04 18:06:32.560854,21143,609,47,1991.86,5426.91,Professionals (25-34),Europe,0.028803859433382206,0.07717569786535304,3.2707060755336617,1.724543893647144,42.379999999999995
CMP_006884,Winter Launch,Facebook,2025-11-02 18:06:32.560854,151616,10730,1078,43279.84,173188.74,Professionals (25-34),Latin America,0.07077089489235965,0.10046598322460391,4.033535880708294,3.001603055833848,40.14827458256029
CMP_000032,Winter Awareness,Instagram,2025-07-04 18:06:32.560854,5731,230,26,207.25,1812.78,Seniors (45+),Europe,0.04013261210957948,0.11304347826086956,0.9010869565217391,7.746827503015681,7.971153846153846
CMP_007200,Winter Sale,Instagram,2026-03-20 18:06:32.560854,10762,365,26,1313.38,929.16,Adults (35-44),Europe,0.03391562906522951,0.07123287671232877,3.598301369863014,-0.2925429045668429,50.51461538461539
CMP_003144,Q3 Retention,Facebook,2025-11-27 18:06:32.560854,1004,88,4,202.61,325.38,Professionals (25-34),North America,0.08764940239043825,0.045454545454545456,2.302386363636364,0.6059424510142637,50.6525
CMP_004218,Q2 Retargeting,Email,2025-11-13 18:06:32.560854,102825,2930,202,7539.52,25667.82,Adults (35-44),North America,0.028495015803549722,0.0689419795221843,2.5732150170648467,2.404436887228895,37.324356435643566
CMP_000169,Summer Promo,LinkedIn,2025-04-26 18:06:32.560854,8476,146,2,585.62,197.09,Adults (35-44),Asia Pacific,0.017225106182161398,0.0136986301369863,4.011095890410959,-0.663450701820293,292.81
CMP_003045,Q3 Retention,Facebook,2026-01-25 18:06:32.560854,12052,389,20,1261.53,993.45,Adults (35-44),Europe,0.03227680053103219,0.05141388174807198,3.243007712082262,-0.2125038643551877,63.076499999999996
CMP_003568,Summer Promo,Facebook,2026-01-05 18:06:32.560854,5576,185,15,508.45,761.97,Adults (35-44),Asia Pacific,0.03317790530846485,0.08108108108108109,2.748378378378378,0.49861343298259425,33.89666666666667
CMP_004661,Spring Retargeting,Facebook,2025-11-18 18:06:32.560854,3302,263,11,291.99,610.0,Young Adults (18-24),Europe,0.07964869775893398,0.04182509505703422,1.1102281368821294,1.0891126408438645,26.544545454545457
CMP_001278,Q1 Promo,Google Ads,2026-03-29 18:06:32.560854,1458,85,4,81.77,397.39,Young Adults (18-24),Asia Pacific,0.05829903978052126,0.047058823529411764,0.962,3.859850801027272,20.4425
CMP_006708,Holiday Retention,Email,2025-11-29 18:06:32.560854,5370,365,22,1493.05,1450.81,Professionals (25-34),Asia Pacific,0.06797020484171322,0.06027397260273973,4.090547945205479,-0.028291082013328427,67.86590909090908
CMP_002224,Holiday Launch,LinkedIn,2025-08-06 18:06:32.560854,2283,71,3,302.55,347.85,Adults (35-44),Europe,0.031099430573806396,0.04225352112676056,4.261267605633803,0.14972731779871098,100.85000000000001
CMP_006805,Fall Conversion,Facebook,2025-10-22 18:06:32.560854,878,74,4,262.95,1887.51,Professionals (25-34),Latin America,0.08428246013667426,0.05405405405405406,3.5533783783783783,6.178208784940103,65.7375
CMP_005083,Q2 Launch,Instagram,2026-02-21 18:06:32.560854,6349,108,3,93.05,205.95,Young Adults (18-24),Europe,0.017010552842967396,0.027777777777777776,0.861574074074074,1.2133261687264911,31.016666666666666
CMP_005557,Winter Awareness,Instagram,2025-06-05 18:06:32.560854,5062,280,24,521.98,2673.94,Young Adults (18-24),North America,0.05531410509679968,0.08571428571428572,1.8642142857142858,4.1226866929767425,21.749166666666667
CMP_003366,Winter Awareness,LinkedIn,2025-12-27 18:06:32.560854,5119,192,10,319.08,490.08,Young Adults (18-24),Latin America,0.03750732564954093,0.052083333333333336,1.661875,0.5359157578036856,31.907999999999998
CMP_004716,Q2 Launch,Email,2025-09-09 18:06:32.560854,3304,72,7,182.9,1113.82,Adults (35-44),North America,0.021791767554479417,0.09722222222222222,2.540277777777778,5.089775833788956,26.12857142857143
CMP_001731,Holiday Conversion,Facebook,2025-09-03 18:06:32.560854,44074,2084,208,4847.63,36053.13,Adults (35-44),Asia Pacific,0.047284113082542996,0.09980806142034548,2.3261180422264878,6.437269346051575,23.305913461538463
CMP_001727,Fall Conversion,Email,2025-11-17 18:06:32.560854,1152,71,2,101.46,166.54,Young Adults (18-24),Asia Pacific,0.06163194444444445,0.028169014084507043,1.4290140845070423,0.6414350482948946,50.73
CMP_001570,Spring Retargeting,LinkedIn,2025-10-28 18:06:32.560854,79464,5135,388,4431.93,15546.2,Adults (35-44),Asia Pacific,0.06462045706231753,0.07555988315481986,0.86308276533593,2.5077720090344386,11.422500000000001
CMP_000027,Q2 Retargeting,Facebook,2025-07-18 18:06:32.560854,43064,1926,108,5978.83,6659.33,Seniors (45+),Europe,0.04472413152517184,0.056074766355140186,3.1042731048805816,0.11381825541117577,55.359537037037036
CMP_001821,Q2 Launch,Email,2025-07-21 18:06:32.560854,13392,772,47,1163.68,3156.24,Professionals (25-34),North America,0.057646356033452806,0.06088082901554404,1.507357512953368,1.7122920390485354,24.759148936170213
CMP_004846,Q1 Promo,Google Ads,2025-10-07 18:06:32.560854,12221,254,18,420.52,2518.62,Young Adults (18-24),Latin America,0.02078389657147533,0.07086614173228346,1.6555905511811022,4.989298963188434,23.362222222222222
CMP_002895,Q1 Promo,Email,2025-06-25 18:06:32.560854,51270,3122,80,5444.08,7521.37,Adults (35-44),Latin America,0.06089330992783304,0.025624599615631006,1.7437796284433056,0.38156860295954503,68.051
CMP_005683,Holiday Launch,LinkedIn,2026-03-12 18:06:32.560854,17522,470,37,583.88,6316.78,Adults (35-44),Europe,0.026823421983791805,0.07872340425531915,1.2422978723404254,9.818627115160648,15.78054054054054
CMP_002389,Q3 Retention,Instagram,2026-01-16 18:06:32.560854,14952,1363,55,3519.44,7662.59,Young Adults (18-24),North America,0.09115837346174425,0.04035216434336023,2.582127659574468,1.1772185347668946,63.98981818181818
CMP_003376,Fall Awareness,LinkedIn,2026-02-05 18:06:32.560854,54574,1663,110,4339.46,19622.65,Professionals (25-34),Europe,0.030472386117931616,0.0661455201443175,2.6094167167769093,3.52191056030013,39.449636363636365
CMP_003363,Q1 Promo,Instagram,2026-01-13 18:06:32.560854,3982,91,2,153.72,300.85,Professionals (25-34),Europe,0.022852837769964843,0.02197802197802198,1.6892307692307693,0.9571298464741089,76.86
CMP_007232,Holiday Launch,LinkedIn,2025-10-25 18:06:32.560854,34609,2123,237,1284.7,32938.48,Professionals (25-34),Asia Pacific,0.061342425380681326,0.11163447951012719,0.6051342439943477,24.639044134817468,5.420675105485232
CMP_000501,Holiday Conversion,Google Ads,2026-01-14 18:06:32.560854,482,9,0,40.0,0.0,Professionals (25-34),North America,0.01867219917012448,0.0,4.444444444444445,-1.0,0.0
CMP_006369,Fall Conversion,LinkedIn,2025-11-15 18:06:32.560854,7072,215,23,946.51,656.35,Seniors (45+),Europe,0.03040158371040724,0.10697674418604651,4.4023720930232555,-0.3065577754064933,41.15260869565218
CMP_000438,Q3 Retention,Email,2026-02-17 18:06:32.560854,2360,133,13,109.65,1047.02,Professionals (25-34),Asia Pacific,0.05635593220338983,0.09774436090225563,0.824436090225564,8.54874601003192,8.434615384615386
CMP_007980,Q2 Launch,Instagram,2026-01-17 18:06:32.560854,44763,496,22,1258.15,2769.25,Adults (35-44),Asia Pacific,0.011080579943256707,0.04435483870967742,2.536592741935484,1.201049159480189,57.18863636363637
CMP_003520,Holiday Launch,LinkedIn,2025-07-23 18:06:32.560854,13014,348,30,981.71,908.31,Seniors (45+),North America,0.026740433379437527,0.08620689655172414,2.8210057471264367,-0.07476749752982051,32.72366666666667
CMP_006051,Holiday Retention,Facebook,2025-11-18 18:06:32.560854,472,11,0,33.69,0.0,Adults (35-44),Latin America,0.023305084745762712,0.0,3.0627272727272725,-1.0,0.0
CMP_005980,Holiday Conversion,Google Ads,2025-12-09 18:06:32.560854,4605,105,6,254.11,337.01,Seniors (45+),Latin America,0.02280130293159609,0.05714285714285714,2.420095238095238,0.3262366691590255,42.35166666666667
CMP_004575,Fall Conversion,LinkedIn,2026-02-01 18:06:32.560854,18045,751,71,2763.23,11410.78,Seniors (45+),Latin America,0.04161817678027154,0.09454061251664447,3.6794007989347537,3.1295078585568343,38.918732394366195
CMP_003793,Spring Retargeting,Google Ads,2025-12-15 18:06:32.560854,7069,334,7,1169.63,794.66,Seniors (45+),Latin America,0.047248550007073134,0.020958083832335328,3.5018862275449103,-0.32058856219488224,167.09
CMP_006635,Holiday Retention,Email,2025-12-28 18:06:32.560854,25804,1126,59,4169.23,4527.64,Seniors (45+),Asia Pacific,0.04363664548132073,0.052397868561278864,3.702690941385435,0.08596551401577769,70.66491525423729
CMP_006444,Winter Retargeting,LinkedIn,2025-04-21 18:06:32.560854,7959,461,11,1286.86,1090.96,Seniors (45+),Latin America,0.05792184947857771,0.02386117136659436,2.791453362255965,-0.15223101192048855,116.98727272727272
CMP_006251,Winter Launch,Instagram,2025-11-02 18:06:32.560854,15191,1102,42,1217.28,2406.29,Seniors (45+),Latin America,0.0725429530643144,0.038112522686025406,1.1046098003629763,0.9767760909568876,28.982857142857142
CMP_005774,Q2 Retention,Facebook,2026-01-20 18:06:32.560854,13986,811,94,1771.0,3523.22,Seniors (45+),Europe,0.05798655798655799,0.1159062885326757,2.1837237977805177,0.9893958215697345,18.840425531914892
CMP_005314,Q3 Retention,LinkedIn,2026-03-24 18:06:32.560854,8416,498,31,867.22,2027.87,Professionals (25-34),Europe,0.05917300380228137,0.06224899598393574,1.74140562248996,1.3383570489610477,27.97483870967742
CMP_005121,Holiday Conversion,Email,2025-09-08 18:06:32.560854,6134,118,9,281.76,490.55,Professionals (25-34),Latin America,0.019237039452233453,0.07627118644067797,2.3877966101694916,0.7410207268597389,31.306666666666665
CMP_001841,Winter Retargeting,Email,2025-09-29 18:06:32.560854,1428,121,10,205.46,1234.21,Young Adults (18-24),North America,0.08473389355742297,0.08264462809917356,1.69801652892562,5.007057334761024,20.546
CMP_007788,Fall Awareness,LinkedIn,2026-03-15 18:06:32.560854,4129,183,20,407.07,1242.34,Young Adults (18-24),Europe,0.04432065875514653,0.1092896174863388,2.2244262295081967,2.051907534330705,20.3535
CMP_005840,Fall Awareness,Google Ads,2025-12-25 18:06:32.560854,2141,200,12,119.83,1706.61,Professionals (25-34),Latin America,0.09341429238673517,0.06,0.59915,13.241926061921054,9.985833333333334
CMP_004339,Q3 Retention,Email,2025-10-03 18:06:32.560854,11252,616,53,958.65,2733.23,Seniors (45+),North America,0.054745822964806255,0.08603896103896104,1.55625,1.8511239764251812,18.087735849056603
CMP_005572,Q2 Launch,Facebook,2025-05-10 18:06:32.560854,2882,184,4,530.01,596.36,Professionals (25-34),Asia Pacific,0.06384455239417071,0.021739130434782608,2.8804891304347824,0.1251863172392974,132.5025
CMP_007696,Summer Promo,Email,2026-01-09 18:06:32.560854,5101,158,16,544.82,1291.38,Adults (35-44),Asia Pacific,0.03097431876102725,0.10126582278481013,3.4482278481012663,1.3702874343819977,34.05125
CMP_003860,Winter Sale,Google Ads,2026-02-20 18:06:32.560854,6617,220,5,353.54,671.68,Seniors (45+),Europe,0.03324769533021007,0.022727272727272728,1.607,0.8998698874243365,70.708
CMP_001833,Q3 Retention,Email,2025-12-11 18:06:32.560854,1291,78,3,221.28,296.64,Unknown,Europe,0.060418280402788536,0.038461538461538464,2.836923076923077,0.34056399132321036,73.76
CMP_000535,Q3 Retention,Google Ads,2026-02-03 18:06:32.560854,24679,1415,59,2543.38,7028.82,Seniors (45+),Latin America,0.05733619676648163,0.04169611307420495,1.7974416961130744,1.7635744560388142,43.10813559322034
CMP_001200,Q1 Promo,Email,2025-06-14 18:06:32.560854,9378,598,57,1536.46,8597.13,Professionals (25-34),Latin America,0.0637662614629985,0.09531772575250837,2.56933110367893,4.595414133788058,26.955438596491227
CMP_000586,Q1 Promo,Instagram,2025-08-06 18:06:32.560854,70734,1345,53,1034.62,9042.04,Adults (35-44),Europe,0.019014900896315776,0.03940520446096654,0.7692342007434944,7.739479229088943,19.521132075471694
